kepid,kepoi_name,disk,system,new_system,koi_count,koi_period,koi_model_snr,koi_prad,P_thick,classifier,system_definition
7663405,K01519.02,thin,multi,single,2,57.132855,11.0,1.81,0.0397387334428799,direct,raw_confirmed_only_count_gt1
8168187,K02209.02,thick,multi,single,2,35.502865,11.0,2.18,0.888697902919789,direct,raw_confirmed_only_count_gt1
10730703,K02327.02,thin,multi,single,2,46.331703,9.4,1.39,0.1181287046150954,direct,raw_confirmed_only_count_gt1
7289317,K02450.02,thin,multi,single,2,7.1931193,10.7,1.12,0.0760779007899866,direct,raw_confirmed_only_count_gt1
1432789,K00992.02,thin,multi,single,2,4.57834367,11.4,1.44,0.0865910157408731,direct,raw_confirmed_only_count_gt1
12266636,K01522.02,thin,multi,single,2,12.654896,10.4,1.02,0.0483939760628277,direct,raw_confirmed_only_count_gt1
9020114,K03088.02,thin,multi,single,2,67.8766605,9.1,1.92,0.0587959370824046,direct,raw_confirmed_only_count_gt1
8218379,K01920.02,thin,multi,single,2,10.1384691,9.1,0.74,0.0750761579967908,direct,raw_confirmed_only_count_gt1
8043638,K00460.02,thin,multi,single,2,36.0484798,8.5,1.24,0.0445970465148829,direct,raw_confirmed_only_count_gt1
11176166,K05875.02,thin,multi,single,2,4.2742605,11.4,1.88,0.0381859633507086,direct,raw_confirmed_only_count_gt1
2837111,K01110.02,thin,multi,single,2,3.71840884,9.6,0.84,0.0511964021640556,direct,raw_confirmed_only_count_gt1
7765528,K01840.02,thin,multi,single,2,9.3888216,9.6,20.91,0.0554032285623623,direct,raw_confirmed_only_count_gt1
7620413,K02103.02,thick,multi,single,2,3.66520844,10.3,0.82,0.9597841650220936,direct,raw_confirmed_only_count_gt1
11705004,K02199.02,thin,multi,single,2,3.05293416,10.1,1.18,0.0655641161521285,direct,raw_confirmed_only_count_gt1
5978559,K02321.02,thin,multi,single,2,36.2530992,8.3,1.43,0.1418219779604052,direct,raw_confirmed_only_count_gt1
7778767,K02523.02,thin,multi,single,2,2.61090223,10.7,1.8,0.3519242742323542,direct,raw_confirmed_only_count_gt1
9026749,K02564.02,thin,multi,single,2,17.6637979,9.7,2.98,0.1121724835139624,direct,raw_confirmed_only_count_gt1
10916600,K02623.02,thin,multi,single,2,4.02664625,8.9,0.68,0.0501571357667272,direct,raw_confirmed_only_count_gt1
6198182,K02636.02,thin,multi,single,2,5.1777226,6.1,0.63,0.0466662369287657,direct,raw_confirmed_only_count_gt1
8709688,K03019.02,thin,multi,single,2,2.012094,9.1,0.99,0.1561934925133797,direct,raw_confirmed_only_count_gt1
2716801,K03053.02,thin,multi,single,2,9.4767057,8.6,1.38,0.3085990887596749,direct,raw_confirmed_only_count_gt1
9349757,K03348.02,thin,multi,single,2,17.7189786,9.7,1.44,0.0444890757286765,direct,raw_confirmed_only_count_gt1
3937814,K04084.02,thin,multi,single,3,10.72900793,10.1,1.78,0.0420020938506953,direct,raw_confirmed_only_count_gt1
3937814,K04084.03,thin,multi,single,3,8.19619768,9.3,1.55,0.0420020938506953,direct,raw_confirmed_only_count_gt1
4548098,K04157.02,thin,multi,single,2,5.215752,5.1,0.83,0.0994328102577593,direct,raw_confirmed_only_count_gt1
7119481,K00566.02,thin,multi,single,3,14.1573717,9.3,1.1,0.0717558479442271,direct,raw_confirmed_only_count_gt1
8773015,K04301.02,thin,multi,single,2,6.31915999,9.8,1.04,0.0496588855629982,direct,raw_confirmed_only_count_gt1
9883606,K04383.02,thick,multi,single,2,2.58393841,8.5,0.77,0.96036174962682,direct,raw_confirmed_only_count_gt1
5003670,K04524.03,thin,multi,single,3,3.33930957,10.7,1.2,0.0414291050726306,direct,raw_confirmed_only_count_gt1
11918099,K00780.01,thin,multi,single,2,2.337437946,82.4,2.34,0.1259439798448633,direct,period_confirmed_only_count_gt1
11918099,K00780.02,thin,multi,single,2,7.2406612,13.7,19.45,0.1259439798448633,direct,period_confirmed_only_count_gt1
2837111,K01110.01,thin,multi,single,2,8.7348852,24.8,1.59,0.0511964021640556,direct,period_confirmed_only_count_gt1
1432789,K00992.01,thin,multi,single,2,9.93146307,26.2,2.41,0.0865910157408731,direct,period_confirmed_only_count_gt1
8240904,K01070.01,thin,multi,single,3,6.61836309,31.5,2.98,0.0480612507318875,direct,period_confirmed_only_count_gt1
8240904,K01070.03,thin,multi,single,3,92.77779,5.2,1.92,0.0480612507318875,direct,period_confirmed_only_count_gt1
10157458,K01083.01,thin,multi,single,2,7.33685101,21.6,1.52,0.0729182290134359,direct,period_confirmed_only_count_gt1
10794087,K01316.01,thick,multi,single,2,7.64970832,28.5,1.43,0.962374132644652,direct,period_confirmed_only_count_gt1
10794087,K01316.02,thick,multi,single,2,12.37679312,,,0.962374132644652,direct,period_confirmed_only_count_gt1
4466677,K01338.01,thin,multi,single,3,3.222975318,31.3,1.47,0.0780277327016409,direct,period_confirmed_only_count_gt1
4466677,K01338.02,thin,multi,single,3,42.0370662,14.7,1.66,0.0780277327016409,direct,period_confirmed_only_count_gt1
4466677,K01338.03,thin,multi,single,3,21.0112068,10.2,1.4,0.0780277327016409,direct,period_confirmed_only_count_gt1
8874090,K01404.01,thin,multi,single,2,13.32389352,25.9,1.26,0.0363539281239349,direct,period_confirmed_only_count_gt1
9015738,K01616.01,thin,multi,single,2,13.93291548,28.9,1.66,0.052572883877067,direct,period_confirmed_only_count_gt1
6209677,K01750.01,thin,multi,single,2,7.76845639,23.6,1.35,0.0717647218461519,direct,period_confirmed_only_count_gt1
7663405,K01519.01,thin,multi,single,2,5.1443645,20.2,1.55,0.0397387334428799,direct,period_confirmed_only_count_gt1
12266636,K01522.01,thin,multi,single,2,33.3856176,37.1,2.48,0.0483939760628277,direct,period_confirmed_only_count_gt1
4932442,K01665.01,thin,multi,single,2,6.93365167,20.1,1.7,0.0354038274273134,direct,period_confirmed_only_count_gt1
4932442,K01665.02,thin,multi,single,2,5.91393977,2.8,1.07,0.0354038274273134,direct,period_confirmed_only_count_gt1
7512982,K01480.01,thin,multi,single,2,20.38174802,46.8,3.16,0.0472068486014553,direct,period_confirmed_only_count_gt1
7512982,K01480.02,thin,multi,single,2,7.00447892,9.9,1.19,0.0472068486014553,direct,period_confirmed_only_count_gt1
9634821,K02037.01,thin,multi,single,3,73.7578875,20.2,4.28,0.0543014544230302,direct,period_confirmed_only_count_gt1
9634821,K02037.03,thin,multi,single,3,8.56267266,15.2,2.26,0.0543014544230302,direct,period_confirmed_only_count_gt1
7765528,K01840.01,thin,multi,single,2,7.03932913,48.6,4.67,0.0554032285623623,direct,period_confirmed_only_count_gt1
8226050,K01910.01,thin,multi,single,2,34.2685741,38.2,2.44,0.0498261028283629,direct,period_confirmed_only_count_gt1
8218379,K01920.01,thin,multi,single,2,16.57099265,40.9,2.03,0.0750761579967908,direct,period_confirmed_only_count_gt1
9973109,K02018.01,thin,multi,single,2,27.495634,24.7,2.11,0.0543561869166339,direct,period_confirmed_only_count_gt1
10005788,K01940.01,thin,multi,single,2,10.99470891,32.7,1.71,0.0776606784130133,direct,period_confirmed_only_count_gt1
10005788,K01940.02,thin,multi,single,2,6.73679732,,,0.0776606784130133,direct,period_confirmed_only_count_gt1
2832589,K01942.01,thin,multi,single,2,10.84969477,43.5,2.67,0.040552008113994,direct,period_confirmed_only_count_gt1
11656918,K01945.01,thin,multi,single,2,62.1385979,36.1,5.14,0.0496480234945507,direct,period_confirmed_only_count_gt1
11656918,K01945.02,thin,multi,single,2,17.1181036,6.1,1.22,0.0496480234945507,direct,period_confirmed_only_count_gt1
9872283,K01815.01,thin,multi,single,2,3.126861192,94.6,5.12,0.0393147778738343,direct,period_confirmed_only_count_gt1
7033233,K02339.01,thin,multi,single,2,2.032318856,20.4,1.12,0.0485771523329192,direct,period_confirmed_only_count_gt1
7033233,K02339.02,thin,multi,single,2,65.18703725,,,0.0485771523329192,direct,period_confirmed_only_count_gt1
7620413,K02103.01,thick,multi,single,2,2.543063763,26.5,1.26,0.9597841650220936,direct,period_confirmed_only_count_gt1
3734418,K02261.01,thin,multi,single,2,3.97599629,27.3,1.11,0.0572261335168847,direct,period_confirmed_only_count_gt1
3734418,K02261.02,thin,multi,single,2,6.6254781,2.7,0.9,0.0572261335168847,direct,period_confirmed_only_count_gt1
12256520,K02264.01,thin,multi,single,2,33.2407985,20.4,1.51,0.0487470288572413,direct,period_confirmed_only_count_gt1
8282651,K02193.01,thin,multi,single,2,2.361724472,34.6,1.53,0.134087128376247,direct,period_confirmed_only_count_gt1
8168187,K02209.01,thick,multi,single,2,18.3027235,24.7,2.72,0.888697902919789,direct,period_confirmed_only_count_gt1
8892157,K02224.01,thick,multi,single,2,3.73090026,24.0,1.48,0.9681978529887464,direct,period_confirmed_only_count_gt1
8892157,K02224.02,thick,multi,single,2,86.130534,3.7,1.47,0.9681978529887464,direct,period_confirmed_only_count_gt1
5978559,K02321.01,thin,multi,single,2,95.6114617,21.6,2.37,0.1418219779604052,direct,period_confirmed_only_count_gt1
10730703,K02327.01,thin,multi,single,2,5.60013327,22.8,1.73,0.1181287046150954,direct,period_confirmed_only_count_gt1
6198182,K02636.01,thin,multi,single,2,3.88148385,11.9,0.59,0.0466662369287657,direct,period_confirmed_only_count_gt1
5175024,K02563.01,thick,multi,single,2,23.4772553,17.6,1.34,0.999566598012088,direct,period_confirmed_only_count_gt1
9026749,K02564.01,thin,multi,single,2,66.5576728,21.3,4.96,0.1121724835139624,direct,period_confirmed_only_count_gt1
7107802,K02420.01,thin,multi,single,2,10.41728722,20.3,1.64,0.1656391356456746,direct,period_confirmed_only_count_gt1
11360805,K02422.01,thick,multi,single,2,26.7838935,20.9,1.59,0.9980963292986124,direct,period_confirmed_only_count_gt1
8212002,K02593.01,thin,multi,single,2,14.7966306,22.4,0.98,0.0748803292487416,direct,period_confirmed_only_count_gt1
7778767,K02523.01,thin,multi,single,2,13.0313583,18.9,2.88,0.3519242742323542,direct,period_confirmed_only_count_gt1
7289317,K02450.01,thin,multi,single,2,16.83203175,21.6,1.86,0.0760779007899866,direct,period_confirmed_only_count_gt1
11074835,K02533.01,thick,multi,single,3,6.03355539,26.1,3.34,0.989683233021719,direct,period_confirmed_only_count_gt1
1996180,K02534.01,thin,multi,single,2,3.02558494,23.8,1.62,0.0447294993293395,direct,period_confirmed_only_count_gt1
1996180,K02534.02,thin,multi,single,2,5.42204257,10.7,1.39,0.0447294993293395,direct,period_confirmed_only_count_gt1
10916600,K02623.01,thin,multi,single,2,5.57654782,13.2,0.92,0.0501571357667272,direct,period_confirmed_only_count_gt1
7609553,K02924.01,thin,multi,single,2,2.279523364,16.7,0.87,0.069851417619644,direct,period_confirmed_only_count_gt1
8760040,K02963.01,thick,multi,single,2,18.2206024,19.7,1.78,0.8765876729478399,direct,period_confirmed_only_count_gt1
8760040,K02963.02,thick,multi,single,2,7.35101287,12.8,1.42,0.8765876729478399,direct,period_confirmed_only_count_gt1
6779260,K02678.01,thin,multi,single,2,3.833087643,40.2,2.25,0.2274401698061268,direct,period_confirmed_only_count_gt1
4831728,K02739.01,thin,multi,single,2,10.10773789,25.3,1.98,0.0478706940415952,direct,period_confirmed_only_count_gt1
4831728,K02739.02,thin,multi,single,2,7.0956395,10.5,1.2,0.0478706940415952,direct,period_confirmed_only_count_gt1
6716545,K02906.01,thin,multi,single,3,13.9093544,15.6,1.33,0.0413100027191113,direct,period_confirmed_only_count_gt1
6029239,K00304.01,thick,multi,single,2,8.512037736,102.2,2.14,0.9992008707235276,direct,period_confirmed_only_count_gt1
9020114,K03088.01,thin,multi,single,2,3.48412874,13.3,1.16,0.0587959370824046,direct,period_confirmed_only_count_gt1
6029239,K00304.02,thick,multi,single,2,5.518195,5.2,0.46,0.9992008707235276,direct,period_confirmed_only_count_gt1
12406807,K03091.01,thin,multi,single,2,17.067644,13.5,1.62,0.0998769614278247,direct,period_confirmed_only_count_gt1
8709688,K03019.01,thin,multi,single,2,4.17939037,16.1,1.52,0.1561934925133797,direct,period_confirmed_only_count_gt1
10285631,K00331.01,thin,multi,single,2,18.68405716,54.2,3.64,0.0663123011346644,direct,period_confirmed_only_count_gt1
8827575,K03052.01,thin,multi,single,2,10.12956201,12.2,0.78,0.0488239098720795,direct,period_confirmed_only_count_gt1
8827575,K03052.02,thin,multi,single,2,15.6112238,15.7,0.91,0.0488239098720795,direct,period_confirmed_only_count_gt1
2716801,K03053.01,thin,multi,single,2,42.5217006,14.7,2.45,0.3085990887596749,direct,period_confirmed_only_count_gt1
4857058,K03061.01,thin,multi,single,2,7.32851947,14.0,2.33,0.0340868550895426,direct,period_confirmed_only_count_gt1
7609553,K02924.02,thin,multi,single,2,8.85686712,11.9,1.88,0.069851417619644,direct,period_confirmed_only_count_gt1
12256520,K02264.02,thin,multi,single,2,7.25101997,12.2,0.91,0.0487470288572413,direct,period_confirmed_only_count_gt1
10000941,K04146.02,thin,multi,single,2,2.5738437,10.9,0.57,0.0536059045760287,direct,period_confirmed_only_count_gt1
6103377,K03004.01,thin,multi,single,2,20.0708757,12.8,3.2,0.0465123658343458,direct,period_confirmed_only_count_gt1
12406807,K03091.02,thin,multi,single,2,7.9069765,8.3,1.13,0.0998769614278247,direct,period_confirmed_only_count_gt1
4548011,K04288.04,thin,multi,single,4,13.9509565,11.2,0.75,0.4046000758464096,direct,period_confirmed_only_count_gt1
10717241,K00430.01,thin,multi,single,2,12.37646897,81.2,2.53,0.0452220367373067,direct,period_confirmed_only_count_gt1
10717241,K00430.02,thin,multi,single,2,9.340538,11.1,0.84,0.0452220367373067,direct,period_confirmed_only_count_gt1
8212002,K02593.02,thin,multi,single,2,9.5539134,13.1,0.68,0.0748803292487416,direct,period_confirmed_only_count_gt1
9872283,K01815.02,thin,multi,single,2,1.74610057,9.2,1.24,0.0393147778738343,direct,period_confirmed_only_count_gt1
12600735,K00548.01,thin,multi,single,2,21.30020491,58.1,2.99,0.0358229424885739,direct,period_confirmed_only_count_gt1
8226050,K01910.02,thin,multi,single,2,18.3848331,10.3,1.15,0.0498261028283629,direct,period_confirmed_only_count_gt1
6779260,K02678.02,thin,multi,single,2,2.2165905,2.8,0.48,0.2274401698061268,direct,period_confirmed_only_count_gt1
2832589,K01942.02,thin,multi,single,2,2.433703498,10.2,1.66,0.040552008113994,direct,period_confirmed_only_count_gt1
10285631,K00331.02,thin,multi,single,2,10.52286678,10.1,23.26,0.0663123011346644,direct,period_confirmed_only_count_gt1
10157458,K01083.02,thin,multi,single,2,4.57797412,9.6,0.96,0.0729182290134359,direct,period_confirmed_only_count_gt1
8043638,K00460.01,thin,multi,single,2,17.58751692,109.4,4.03,0.0445970465148829,direct,period_confirmed_only_count_gt1
6716545,K02906.03,thin,multi,single,3,21.9424316,10.7,1.23,0.0413100027191113,direct,period_confirmed_only_count_gt1
7119481,K00566.01,thin,multi,single,3,25.85499978,31.7,2.4,0.0717558479442271,direct,period_confirmed_only_count_gt1
12600735,K00548.02,thin,multi,single,2,6.0799457,7.3,0.86,0.0358229424885739,direct,period_confirmed_only_count_gt1
5531694,K00647.01,thin,multi,single,2,5.16949729,66.2,2.06,0.0371894393425142,direct,period_confirmed_only_count_gt1
5613330,K00649.01,thin,multi,single,2,23.44970494,67.9,2.71,0.0350427810969648,direct,period_confirmed_only_count_gt1
10000941,K04146.01,thin,multi,single,2,3.50472344,18.4,0.8,0.0536059045760287,direct,period_confirmed_only_count_gt1
4548098,K04157.01,thin,multi,single,2,3.82315697,8.9,0.77,0.0994328102577593,direct,period_confirmed_only_count_gt1
8282651,K02193.02,thin,multi,single,2,4.16288745,12.0,1.32,0.134087128376247,direct,period_confirmed_only_count_gt1
1724719,K04212.01,thin,multi,single,2,5.79179934,17.7,1.69,0.0544230509745522,direct,period_confirmed_only_count_gt1
1724719,K04212.02,thin,multi,single,2,10.0989634,8.9,1.03,0.0544230509745522,direct,period_confirmed_only_count_gt1
4548011,K04288.01,thin,multi,single,4,6.28384079,14.9,0.73,0.4046000758464096,direct,period_confirmed_only_count_gt1
4548011,K04288.02,thin,multi,single,4,9.08745206,11.7,0.73,0.4046000758464096,direct,period_confirmed_only_count_gt1
8773015,K04301.01,thin,multi,single,2,15.604841,15.3,1.57,0.0496588855629982,direct,period_confirmed_only_count_gt1
6103377,K03004.02,thin,multi,single,2,7.03965141,9.8,2.72,0.0465123658343458,direct,period_confirmed_only_count_gt1
5175024,K02563.02,thick,multi,single,2,6.2614227,10.6,0.81,0.999566598012088,direct,period_confirmed_only_count_gt1
6937529,K04382.01,thin,multi,single,2,2.94648935,12.7,0.89,0.0779500025726461,direct,period_confirmed_only_count_gt1
5177859,K04246.01,thin,multi,single,2,6.98472143,11.7,1.19,0.0439196026579693,direct,period_confirmed_only_count_gt1
6937529,K04382.02,thin,multi,single,2,3.98167088,10.3,0.79,0.0779500025726461,direct,period_confirmed_only_count_gt1
9883606,K04383.01,thick,multi,single,2,4.34195312,10.6,0.94,0.96036174962682,direct,period_confirmed_only_count_gt1
3645438,K04385.01,thick,multi,single,3,7.298142,13.6,1.6,0.8540645580763241,direct,period_confirmed_only_count_gt1
7119481,K00566.03,thin,multi,single,3,42.068554,9.8,1.32,0.0717558479442271,direct,period_confirmed_only_count_gt1
5531694,K00647.02,thin,multi,single,2,8.1134681,10.5,0.92,0.0371894393425142,direct,period_confirmed_only_count_gt1
9828127,K04192.01,thin,multi,single,2,18.0541469,19.3,1.51,0.0950569893052076,direct,period_confirmed_only_count_gt1
7107802,K02420.02,thin,multi,single,2,5.4675514,10.4,1.07,0.1656391356456746,direct,period_confirmed_only_count_gt1
8890924,K04269.01,thin,multi,single,2,26.6565737,18.8,4.15,0.0481524393165035,direct,period_confirmed_only_count_gt1
8890924,K04269.02,thin,multi,single,2,4.4408541,12.0,1.74,0.0481524393165035,direct,period_confirmed_only_count_gt1
5003670,K04524.01,thin,multi,single,3,7.99144696,12.8,1.53,0.0414291050726306,direct,period_confirmed_only_count_gt1
5003670,K04524.02,thin,multi,single,3,4.52628739,12.5,1.02,0.0414291050726306,direct,period_confirmed_only_count_gt1
4857058,K03061.02,thin,multi,single,2,77.915425,9.2,1.17,0.0340868550895426,direct,period_confirmed_only_count_gt1
8397947,K04772.01,thin,multi,single,3,3.38080537,11.6,1.69,0.0432724294019619,direct,period_confirmed_only_count_gt1
8397947,K04772.02,thin,multi,single,3,9.0194714,7.2,1.07,0.0432724294019619,direct,period_confirmed_only_count_gt1
8331612,K03318.01,thin,multi,single,2,13.8353959,10.3,3.78,0.0592431482125277,direct,period_confirmed_only_count_gt1
8874090,K01404.02,thin,multi,single,2,18.9060921,11.9,0.87,0.0363539281239349,direct,period_confirmed_only_count_gt1
8331612,K03318.02,thin,multi,single,2,25.6970688,6.4,3.83,0.0592431482125277,direct,period_confirmed_only_count_gt1
7285757,K03271.01,thick,multi,single,2,19.5489666,12.6,1.89,0.9898454329823164,direct,period_confirmed_only_count_gt1
7285757,K03271.02,thick,multi,single,2,7.41834569,11.2,1.12,0.9898454329823164,direct,period_confirmed_only_count_gt1
4645174,K03437.01,thick,multi,single,2,15.0330623,14.9,2.18,0.9999999999996164,direct,period_confirmed_only_count_gt1
4645174,K03437.02,thick,multi,single,2,34.7496038,11.4,3.51,0.9999999999996164,direct,period_confirmed_only_count_gt1
11657614,K03370.01,thin,multi,single,2,24.352541,5.8,1.52,0.0504942640457433,direct,period_confirmed_only_count_gt1
11657614,K03370.02,thin,multi,single,2,5.94228603,7.5,1.23,0.0504942640457433,direct,period_confirmed_only_count_gt1
3559860,K03440.01,thin,multi,single,2,33.0257179,12.2,2.21,0.0750313821125975,direct,period_confirmed_only_count_gt1
6705026,K03374.01,thin,multi,single,2,9.5084871,13.3,1.65,0.1623350769732716,direct,period_confirmed_only_count_gt1
6705026,K03374.02,thin,multi,single,2,34.1086562,11.7,1.95,0.1623350769732716,direct,period_confirmed_only_count_gt1
8644365,K03384.01,thin,multi,single,2,10.54841329,11.7,3.89,0.0406794693960495,direct,period_confirmed_only_count_gt1
8644365,K03384.02,thin,multi,single,2,19.9158863,28.3,1.41,0.0406794693960495,direct,period_confirmed_only_count_gt1
6209677,K01750.02,thin,multi,single,2,2.53742164,12.8,0.93,0.0717647218461519,direct,period_confirmed_only_count_gt1
9995771,K03470.01,thin,multi,single,2,15.0617835,12.1,1.61,0.077571856738475,direct,period_confirmed_only_count_gt1
9995771,K03470.02,thin,multi,single,2,25.4337864,14.3,2.0,0.077571856738475,direct,period_confirmed_only_count_gt1
9349757,K03348.01,thin,multi,single,2,36.4337867,16.2,2.2,0.0444890757286765,direct,period_confirmed_only_count_gt1
9973109,K02018.02,thin,multi,single,2,16.0988294,10.9,1.14,0.0543561869166339,direct,period_confirmed_only_count_gt1
4164922,K03864.01,thick,multi,single,2,1.210693626,41.6,0.99,0.6070782823142701,direct,period_confirmed_only_count_gt1
4164922,K03864.02,thick,multi,single,2,18.2572722,17.3,0.94,0.6070782823142701,direct,period_confirmed_only_count_gt1
4472818,K03878.01,thick,multi,single,2,70.9672087,69.3,2.84,1.0,direct,period_confirmed_only_count_gt1
9602613,K02612.01,thin,multi,single,2,4.61225043,13.7,0.51,0.043447910517943,direct,period_confirmed_only_count_gt1
11705004,K02199.01,thin,multi,single,2,9.03326435,18.3,1.96,0.0655641161521285,direct,period_confirmed_only_count_gt1
9634821,K02037.02,thin,multi,single,3,5.47715718,16.7,2.17,0.0543014544230302,direct,period_confirmed_only_count_gt1
9602613,K02612.02,thin,multi,single,2,7.57299816,10.9,0.53,0.043447910517943,direct,period_confirmed_only_count_gt1
2715695,K03077.01,thick,multi,single,2,4.09578199,11.9,1.64,0.9989340442832546,direct,period_confirmed_only_count_gt1
2715695,K03077.02,thick,multi,single,2,7.55842923,10.3,1.46,0.9989340442832546,direct,period_confirmed_only_count_gt1
11360805,K02422.02,thick,multi,single,2,57.3888262,11.9,1.88,0.9980963292986124,direct,period_confirmed_only_count_gt1
11176166,K05875.01,thin,multi,single,2,9.8788502,13.4,2.64,0.0381859633507086,direct,period_confirmed_only_count_gt1
3559860,K03440.02,thin,multi,single,2,58.940569,9.2,2.48,0.0750313821125975,direct,period_confirmed_only_count_gt1
4472818,K03878.02,thick,multi,single,2,15.3573445,9.6,1.42,1.0,direct,period_confirmed_only_count_gt1
9015738,K01616.02,thin,multi,single,2,34.775371,5.7,0.67,0.052572883877067,direct,period_confirmed_only_count_gt1
5613330,K00649.02,thin,multi,single,2,10.2090268,9.8,0.92,0.0350427810969648,direct,period_confirmed_only_count_gt1
9828127,K04192.02,thin,multi,single,2,32.0273169,8.8,1.14,0.0950569893052076,direct,period_confirmed_only_count_gt1
5177859,K04246.02,thin,multi,single,2,8.75630628,9.8,1.12,0.0439196026579693,direct,period_confirmed_only_count_gt1
3645438,K04385.03,thick,multi,single,3,17.3695112,8.6,1.45,0.8540645580763241,direct,period_confirmed_only_count_gt1
11074835,K02533.03,thick,multi,single,3,26.1152887,10.6,2.38,0.989683233021719,direct,period_confirmed_only_count_gt1
7663405,K01519.02,thin,multi,single,2,57.132855,11.0,1.81,0.0397387334428799,direct,period_confirmed_only_count_gt1
8168187,K02209.02,thick,multi,single,2,35.502865,11.0,2.18,0.888697902919789,direct,period_confirmed_only_count_gt1
10730703,K02327.02,thin,multi,single,2,46.331703,9.4,1.39,0.1181287046150954,direct,period_confirmed_only_count_gt1
7289317,K02450.02,thin,multi,single,2,7.1931193,10.7,1.12,0.0760779007899866,direct,period_confirmed_only_count_gt1
1432789,K00992.02,thin,multi,single,2,4.57834367,11.4,1.44,0.0865910157408731,direct,period_confirmed_only_count_gt1
12266636,K01522.02,thin,multi,single,2,12.654896,10.4,1.02,0.0483939760628277,direct,period_confirmed_only_count_gt1
9020114,K03088.02,thin,multi,single,2,67.8766605,9.1,1.92,0.0587959370824046,direct,period_confirmed_only_count_gt1
8218379,K01920.02,thin,multi,single,2,10.1384691,9.1,0.74,0.0750761579967908,direct,period_confirmed_only_count_gt1
8043638,K00460.02,thin,multi,single,2,36.0484798,8.5,1.24,0.0445970465148829,direct,period_confirmed_only_count_gt1
11176166,K05875.02,thin,multi,single,2,4.2742605,11.4,1.88,0.0381859633507086,direct,period_confirmed_only_count_gt1
2837111,K01110.02,thin,multi,single,2,3.71840884,9.6,0.84,0.0511964021640556,direct,period_confirmed_only_count_gt1
7765528,K01840.02,thin,multi,single,2,9.3888216,9.6,20.91,0.0554032285623623,direct,period_confirmed_only_count_gt1
7620413,K02103.02,thick,multi,single,2,3.66520844,10.3,0.82,0.9597841650220936,direct,period_confirmed_only_count_gt1
11705004,K02199.02,thin,multi,single,2,3.05293416,10.1,1.18,0.0655641161521285,direct,period_confirmed_only_count_gt1
5978559,K02321.02,thin,multi,single,2,36.2530992,8.3,1.43,0.1418219779604052,direct,period_confirmed_only_count_gt1
7778767,K02523.02,thin,multi,single,2,2.61090223,10.7,1.8,0.3519242742323542,direct,period_confirmed_only_count_gt1
9026749,K02564.02,thin,multi,single,2,17.6637979,9.7,2.98,0.1121724835139624,direct,period_confirmed_only_count_gt1
10916600,K02623.02,thin,multi,single,2,4.02664625,8.9,0.68,0.0501571357667272,direct,period_confirmed_only_count_gt1
6198182,K02636.02,thin,multi,single,2,5.1777226,6.1,0.63,0.0466662369287657,direct,period_confirmed_only_count_gt1
8709688,K03019.02,thin,multi,single,2,2.012094,9.1,0.99,0.1561934925133797,direct,period_confirmed_only_count_gt1
2716801,K03053.02,thin,multi,single,2,9.4767057,8.6,1.38,0.3085990887596749,direct,period_confirmed_only_count_gt1
9349757,K03348.02,thin,multi,single,2,17.7189786,9.7,1.44,0.0444890757286765,direct,period_confirmed_only_count_gt1
4548098,K04157.02,thin,multi,single,2,5.215752,5.1,0.83,0.0994328102577593,direct,period_confirmed_only_count_gt1
7119481,K00566.02,thin,multi,single,3,14.1573717,9.3,1.1,0.0717558479442271,direct,period_confirmed_only_count_gt1
8773015,K04301.02,thin,multi,single,2,6.31915999,9.8,1.04,0.0496588855629982,direct,period_confirmed_only_count_gt1
9883606,K04383.02,thick,multi,single,2,2.58393841,8.5,0.77,0.96036174962682,direct,period_confirmed_only_count_gt1
5003670,K04524.03,thin,multi,single,3,3.33930957,10.7,1.2,0.0414291050726306,direct,period_confirmed_only_count_gt1
7373451,K00881.01,thin,single,multi,2,21.02250608,62.4,3.07,0.0290499034400797,old_astropy,koi_count_gt1_catalog
8490993,K00911.01,thin,single,multi,2,4.093578461,36.4,2.85,0.0263044189000615,old_astropy,koi_count_gt1_catalog
8559644,K00139.02,thin,single,multi,2,3.341799486,48.8,1.67,0.064421971887998,old_astropy,koi_count_gt1_catalog
1871056,K01001.01,thin,single,multi,2,40.8065333,54.8,3.71,0.031344842274014,old_astropy,koi_count_gt1_catalog
5446285,K00142.01,thin,single,multi,2,10.916108342,302.2,3.93,0.032934043310195,old_astropy,koi_count_gt1_catalog
2716853,K01022.01,thick,single,multi,2,18.82744023,29.5,2.7,0.9486319453189096,old_astropy,koi_count_gt1_catalog
6607286,K01239.02,thin,single,multi,2,3.17405898,29.2,2.09,0.1734266007500761,old_astropy,koi_count_gt1_catalog
10963242,K01312.01,thin,single,multi,2,6.1469956,25.8,2.04,0.0525910995962098,old_astropy,koi_count_gt1_catalog
11599038,K01437.01,thick,single,multi,3,7.01733571,15.5,1.61,0.6343023986726383,old_astropy,koi_count_gt1_catalog
9150827,K01408.01,thin,single,multi,2,14.53410833,32.5,1.36,0.141296541460528,old_astropy,koi_count_gt1_catalog
7303287,K01353.02,thin,single,multi,3,34.5439452,23.4,2.67,0.0249048703026683,old_astropy,koi_count_gt1_catalog
9896558,K01718.01,thick,single,multi,2,67.6690554,37.2,3.39,0.8594019123789247,old_astropy,koi_count_gt1_catalog
10749128,K01639.02,thin,single,multi,2,9.9824036,5.4,1.17,0.041472002367086,old_astropy,koi_count_gt1_catalog
